,Category,Rating,Reviews,Content Rating,Size in bytes,Numeric_install
426,DATING,4.6,185,Mature 17+,5242880.0,10000
428,DATING,2.8,80,Teen,5767168.0,10000
431,AUTO_AND_VEHICLES,4.6,534,Everyone,5976883.2,10000
433,COMICS,4.7,3596,Teen,8178892.8,10000
434,COMICS,4.7,73,Everyone,8703180.8,10000
435,DATING,4.1,236,Mature 17+,9227468.8,10000
441,DATING,1.0,1,Mature 17+,9646899.2,10
442,GAME,4.5,14198297,Everyone,54525952.0,100000000
445,GAME,4.5,5465624,Teen,55574528.0,100000000
446,GAME,4.5,3197865,Everyone,85983232.0,100000000
447,AUTO_AND_VEHICLES,3.2,250,Everyone,1153433.6,100000
448,ART_AND_DESIGN,4.5,176,Everyone,10485760.0,100000
449,COMICS,3.9,2181,Teen,10485760.0,100000
450,FOOD_AND_DRINK,4.6,1398,Everyone 10+,10485760.0,100000
451,ART_AND_DESIGN,4.1,654,Everyone,12582912.0,100000
452,BOOKS_AND_REFERENCE,4.2,860,Everyone,13631488.0,100000
453,HOUSE_AND_HOME,4.5,7619,Everyone,13631488.0,100000
454,LIFESTYLE,4.2,3448,Everyone,13631488.0,100000
455,LIFESTYLE,4.4,3114,Everyone,13631488.0,100000
456,BEAUTY,4.6,4369,Everyone,14680064.0,100000
457,LIFESTYLE,4.5,3346,Teen,14680064.0,100000
458,HOUSE_AND_HOME,3.8,491,Everyone,15728640.0,100000
459,LIFESTYLE,4.7,2225,Everyone,15728640.0,100000
460,EDUCATION,4.2,3241,Everyone,16777216.0,100000
461,FOOD_AND_DRINK,4.5,454,Everyone,16777216.0,100000
462,FOOD_AND_DRINK,4.0,1077,Everyone,17825792.0,100000
463,EDUCATION,4.3,423,Everyone,22020096.0,100000
464,LIBRARIES_AND_DEMO,4.5,1703,Everyone,23068672.0,100000
465,AUTO_AND_VEHICLES,4.2,367,Everyone,26214400.0,100000
466,DATING,3.8,5164,Mature 17+,26214400.0,100000
469,HOUSE_AND_HOME,4.0,4281,Everyone,28311552.0,100000
470,BUSINESS,4.6,822,Everyone,3250585.6,100000
471,BOOKS_AND_REFERENCE,4.4,1322,Everyone,3670016.0,100000
473,BOOKS_AND_REFERENCE,3.4,1680,Everyone,4194304.0,100000
474,DATING,4.1,2212,Mature 17+,42991616.0,100000
476,AUTO_AND_VEHICLES,4.3,138,Everyone,5662310.4,100000
477,ART_AND_DESIGN,4.1,203,Everyone,6396313.6,100000
478,BEAUTY,4.0,364,Everyone,6710886.4,100000
479,LIBRARIES_AND_DEMO,4.3,1465,Everyone,7340032.0,100000
480,COMICS,3.2,1446,Mature 17+,7444889.6,100000
481,BUSINESS,4.7,4162,Everyone,7864320.0,100000
482,FOOD_AND_DRINK,4.7,2707,Everyone,9332326.4,100000
483,ART_AND_DESIGN,4.2,1120,Everyone,9646899.2,100000
484,EVENTS,4.0,3782,Everyone,9961472.0,100000
485,LIBRARIES_AND_DEMO,4.5,399,Everyone,9961472.0,100000
487,DATING,3.0,2,Mature 17+,16777216.0,100
489,DATING,4.7,6,Mature 17+,5138022.4,100
491,DATING,5.0,6,Mature 17+,5242880.0,100
493,DATING,5.0,5,Mature 17+,5242880.0,100
494,DATING,4.3,6,Mature 17+,9437184.0,100
495,GAME,4.5,531458,Everyone,104857600.0,5000000
496,COMMUNICATION,4.2,104990,Everyone,10485760.0,5000000
497,FINANCE,4.0,48445,Everyone,10485760.0,5000000
498,BUSINESS,4.0,8941,Everyone,12582912.0,5000000
499,COMICS,3.2,93965,Teen,15728640.0,5000000
500,HEALTH_AND_FITNESS,4.5,121838,Everyone,15728640.0,5000000
501,ENTERTAINMENT,4.6,50725,Everyone,19922944.0,5000000
502,BUSINESS,4.3,29313,Everyone,20971520.0,5000000
504,COMMUNICATION,4.2,33053,Everyone,23068672.0,5000000
505,GAME,4.3,18985,Everyone,24117248.0,5000000
506,COMMUNICATION,4.6,191032,Everyone,27262976.0,5000000
507,HEALTH_AND_FITNESS,4.5,60096,Teen,28311552.0,5000000
508,LIFESTYLE,4.4,39364,Everyone,29360128.0,5000000
509,AUTO_AND_VEHICLES,4.8,116986,Everyone,36700160.0,5000000
510,ART_AND_DESIGN,4.3,194216,Everyone,40894464.0,5000000
511,COMMUNICATION,4.2,88427,Everyone,5347737.6,5000000
512,ENTERTAINMENT,4.2,10291,Teen,6815744.0,5000000
513,AUTO_AND_VEHICLES,4.2,52530,Everyone,7340032.0,5000000
514,HOUSE_AND_HOME,4.1,65913,Everyone,8074035.2,5000000
515,HEALTH_AND_FITNESS,4.6,109756,Everyone,81788928.0,5000000
516,ART_AND_DESIGN,4.7,87510,Everyone,9122611.2,5000000
518,BEAUTY,4.3,18,Everyone,3355443.2,5000
519,COMICS,3.3,125,Teen,4928307.2,5000
520,DATING,4.8,125,Mature 17+,4928307.2,5000
522,DATING,4.9,776,Mature 17+,5138022.4,5000
525,GAME,4.5,946926,Everyone,59768832.0,50000000
527,BUSINESS,4.1,308,Everyone,14680064.0,50000
528,ART_AND_DESIGN,3.8,178,Everyone,19922944.0,50000
529,COMICS,4.4,1006,Everyone,19922944.0,50000
530,LIFESTYLE,4.2,894,Everyone,26214400.0,50000
531,DATING,3.9,742,Mature 17+,27262976.0,50000
532,EVENTS,3.7,100,Everyone,28311552.0,50000
533,DATING,4.8,5323,Mature 17+,3670016.0,50000
534,BEAUTY,4.1,187,Teen,31457280.0,50000
535,BEAUTY,4.4,75,Everyone,4404019.2,50000
536,BEAUTY,4.7,257,Everyone,4823449.6,50000
537,HEALTH_AND_FITNESS,4.6,623,Everyone 10+,41943040.0,50000
538,HOUSE_AND_HOME,4.3,273,Everyone,7340032.0,50000
539,HEALTH_AND_FITNESS,3.5,217,Teen,9856614.4,50000
541,LIBRARIES_AND_DEMO,4.3,411,Everyone,99614720.0,50000
542,LIBRARIES_AND_DEMO,4.6,539,Everyone,103809024.0,50000
544,ART_AND_DESIGN,3.9,967,Everyone,14680064.0,500000
545,BOOKS_AND_REFERENCE,4.6,4620,Everyone,19922944.0,500000
546,DATING,2.5,5377,Mature 17+,19922944.0,500000
548,AUTO_AND_VEHICLES,4.4,2680,Everyone,2306867.2,500000
549,BEAUTY,3.9,1739,Everyone,22020096.0,500000
550,BEAUTY,3.9,2277,Everyone,23068672.0,500000
551,LIBRARIES_AND_DEMO,4.4,7396,Everyone,23068672.0,500000
552,HEALTH_AND_FITNESS,4.0,2894,Everyone 10+,24117248.0,500000
553,LIFESTYLE,4.7,20304,Everyone,25165824.0,500000
555,ART_AND_DESIGN,4.7,20260,Everyone,26214400.0,500000
556,COMICS,4.7,2249,Everyone,33554432.0,500000
557,ART_AND_DESIGN,4.7,7699,Everyone 10+,4404019.2,500000
558,DATING,4.1,17268,Mature 17+,41943040.0,500000
560,HEALTH_AND_FITNESS,4.5,7976,Everyone,46137344.0,500000
561,BUSINESS,4.6,4159,Everyone,50331648.0,500000
563,DATING,4.0,13440,Mature 17+,51380224.0,500000
564,EDUCATION,4.8,4075,Everyone,5347737.6,500000
565,HEALTH_AND_FITNESS,4.4,465,Everyone,6710886.4,500000
566,HEALTH_AND_FITNESS,4.1,2681,Everyone,6815744.0,500000
567,BOOKS_AND_REFERENCE,4.7,967,Everyone,7025459.2,500000
568,BOOKS_AND_REFERENCE,4.5,26875,Everyone,76546048.0,500000
569,DATING,4.4,41605,Mature 17+,8493465.6,500000
570,FOOD_AND_DRINK,3.8,3320,Everyone,8808038.4,500000
571,HEALTH_AND_FITNESS,4.5,14394,Everyone,10380902.4,500000
572,DATING,4.4,28,Everyone,3565158.4,500
575,DATING,4.8,20,Mature 17+,5138022.4,500
576,DATING,4.7,18,Mature 17+,5242880.0,500
577,DATING,3.0,1,Mature 17+,5767168.0,500
580,DATING,5.0,5,Teen,9751756.8,500
581,GAME,4.5,27722264,Everyone 10+,79691776.0,1000000000
584,EDUCATION,4.6,32381,Everyone 10+,10485760.0,1000000
586,FINANCE,4.2,6148,Everyone,10485760.0,1000000
587,FINANCE,4.3,25166,Everyone,11534336.0,1000000
588,HEALTH_AND_FITNESS,4.7,50294,Everyone,11534336.0,1000000
589,EVENTS,4.0,20611,Teen,12582912.0,1000000
590,DATING,3.5,1972,Mature 17+,13631488.0,1000000
591,EDUCATION,4.1,16103,Everyone,13631488.0,1000000
592,ENTERTAINMENT,4.5,12216,Teen,13631488.0,1000000
593,FOOD_AND_DRINK,4.6,32997,Everyone,13631488.0,1000000
594,HEALTH_AND_FITNESS,4.3,4848,Everyone,13631488.0,1000000
595,LIFESTYLE,4.5,7457,Teen,13631488.0,1000000
596,LIFESTYLE,4.1,49147,Everyone,13631488.0,1000000
597,BEAUTY,4.9,49790,Everyone,14680064.0,1000000
598,BUSINESS,4.1,6903,Everyone,14680064.0,1000000
599,EDUCATION,4.3,55704,Everyone,15728640.0,1000000
600,ENTERTAINMENT,4.4,37000,Mature 17+,15728640.0,1000000
601,BUSINESS,3.9,45964,Everyone,16777216.0,1000000
602,BOOKS_AND_REFERENCE,4.3,17506,Everyone,17825792.0,1000000
603,EDUCATION,4.2,8599,Everyone,17825792.0,1000000
605,ENTERTAINMENT,4.5,23063,Everyone,17825792.0,1000000
606,COMMUNICATION,3.6,20769,Everyone,18874368.0,1000000
607,EDUCATION,4.5,10852,Everyone,18874368.0,1000000
608,HEALTH_AND_FITNESS,4.6,24094,Everyone,18874368.0,1000000
610,HOUSE_AND_HOME,4.0,6000,Everyone,18874368.0,1000000
611,BOOKS_AND_REFERENCE,3.3,1862,Everyone,19922944.0,1000000
612,BUSINESS,4.2,46505,Everyone,19922944.0,1000000
614,LIFESTYLE,3.9,7376,Everyone,19922944.0,1000000
615,FINANCE,4.7,167168,Everyone,20971520.0,1000000
616,BOOKS_AND_REFERENCE,4.8,47303,Everyone,22020096.0,1000000
617,DATING,4.4,222888,Mature 17+,22020096.0,1000000
619,FINANCE,4.4,42809,Everyone,24117248.0,1000000
620,FINANCE,4.3,14627,Everyone,24117248.0,1000000
621,LIFESTYLE,4.4,3829,Everyone,24117248.0,1000000
622,COMICS,4.7,57106,Teen,28311552.0,1000000
623,ART_AND_DESIGN,4.4,13880,Everyone,29360128.0,1000000
624,BUSINESS,4.2,16422,Everyone,29360128.0,1000000
626,HEALTH_AND_FITNESS,4.6,20326,Teen,29360128.0,1000000
627,DATING,4.4,12632,Mature 17+,30408704.0,1000000
630,LIFESTYLE,4.2,10944,Everyone,37748736.0,1000000
631,EDUCATION,4.6,56065,Everyone,38797312.0,1000000
632,AUTO_AND_VEHICLES,4.9,197136,Everyone,39845888.0,1000000
633,DATING,4.1,15081,Mature 17+,39845888.0,1000000
634,FINANCE,4.1,15192,Everyone,39845888.0,1000000
635,FINANCE,4.5,64959,Everyone,40894464.0,1000000
636,FOOD_AND_DRINK,3.6,14952,Everyone,40894464.0,1000000
637,FINANCE,4.4,43313,Everyone,41943040.0,1000000
638,BUSINESS,4.3,23175,Everyone,42991616.0,1000000
641,HEALTH_AND_FITNESS,4.4,57634,Everyone,42991616.0,1000000
642,COMMUNICATION,4.6,183374,Everyone,46137344.0,1000000
643,DATING,4.3,37053,Mature 17+,46137344.0,1000000
644,LIFESTYLE,4.5,10544,Everyone,46137344.0,1000000
645,FINANCE,3.6,10697,Everyone,48234496.0,1000000
646,EDUCATION,4.6,37862,Everyone,5662310.4,1000000
648,HEALTH_AND_FITNESS,4.4,20547,Everyone,5976883.2,1000000
650,GAME,4.1,15763,Everyone,56623104.0,1000000
651,AUTO_AND_VEHICLES,4.0,1598,Everyone,58720256.0,1000000
652,HEALTH_AND_FITNESS,4.5,27393,Mature 17+,61865984.0,1000000
655,DATING,3.5,13202,Mature 17+,6396313.6,1000000
657,HEALTH_AND_FITNESS,4.7,15674,Everyone,6396313.6,1000000
658,EDUCATION,4.6,75112,Everyone,6815744.0,1000000
659,HEALTH_AND_FITNESS,4.8,31139,Everyone,7235174.4,1000000
660,GAME,4.6,48256,Everyone,65011712.0,1000000
661,COMMUNICATION,4.1,20901,Everyone,7654604.8,1000000
662,AUTO_AND_VEHICLES,4.3,38846,Everyone,9017753.6,1000000
663,GAME,4.5,29940,Everyone,83886080.0,1000000
664,EDUCATION,4.4,56897,Everyone,101711872.0,1000000
667,EDUCATION,4.7,21,Everyone,46137344.0,1000
668,EVENTS,4.8,28,Everyone,6606028.8,1000
669,DATING,4.5,212626,Mature 17+,11534336.0,10000000
671,ENTERTAINMENT,4.3,296771,Teen,11534336.0,10000000
674,ENTERTAINMENT,3.8,92058,Teen,12582912.0,10000000
676,ENTERTAINMENT,4.5,235496,Everyone,13631488.0,10000000
677,BUSINESS,4.5,103755,Everyone,14680064.0,10000000
679,DATING,4.1,285726,Mature 17+,15728640.0,10000000
681,COMMUNICATION,4.3,125257,Teen,17825792.0,10000000
682,BUSINESS,4.4,62272,Everyone,18874368.0,10000000
683,EDUCATION,4.6,181893,Everyone 10+,18874368.0,10000000
686,ART_AND_DESIGN,4.2,44829,Teen,20971520.0,10000000
687,COMMUNICATION,4.4,483565,Everyone,20971520.0,10000000
688,ENTERTAINMENT,4.5,736864,Teen,20971520.0,10000000
689,HEALTH_AND_FITNESS,4.8,570242,Everyone,20971520.0,10000000
690,DATING,4.2,243950,Mature 17+,22020096.0,10000000
691,GAME,4.7,254258,Everyone,24117248.0,10000000
692,ART_AND_DESIGN,4.7,174531,Everyone,25165824.0,10000000
693,HEALTH_AND_FITNESS,4.6,548021,Everyone,28311552.0,10000000
694,COMMUNICATION,4.4,552441,Everyone,30408704.0,10000000
695,FOOD_AND_DRINK,4.4,321134,Everyone,31457280.0,10000000
696,ART_AND_DESIGN,4.6,224399,Everyone,32505856.0,10000000
697,GAME,4.6,101686,Everyone,32505856.0,10000000
698,ENTERTAINMENT,3.8,87723,Teen,33554432.0,10000000
699,FINANCE,4.5,381788,Everyone,33554432.0,10000000
700,LIFESTYLE,4.3,95904,Everyone,34603008.0,10000000
702,FINANCE,4.5,1336246,Everyone,40894464.0,10000000
703,LIFESTYLE,4.6,815893,Everyone,4613734.4,10000000
704,GAME,4.4,98123,Teen,41943040.0,10000000
705,GAME,4.3,118253,Teen,41943040.0,10000000
706,COMMUNICATION,3.9,13698,Everyone,5347737.6,10000000
707,LIBRARIES_AND_DEMO,4.2,130272,Everyone,52428800.0,10000000
708,EDUCATION,4.4,148550,Everyone,61865984.0,10000000
710,HEALTH_AND_FITNESS,4.7,117925,Everyone,7340032.0,10000000
711,BOOKS_AND_REFERENCE,4.1,363934,Everyone,7444889.6,10000000
712,GAME,4.1,84911,Everyone,74448896.0,10000000
713,GAME,4.2,46416,Everyone,76546048.0,10000000
714,GAME,4.7,990491,Everyone,78643200.0,10000000
716,GAME,3.4,148177,Everyone,81788928.0,10000000
717,GAME,4.1,68057,Everyone,89128960.0,10000000
718,GAME,4.2,145353,Teen,89128960.0,10000000
719,GAME,4.8,230710,Everyone,91226112.0,10000000
722,COMICS,4.4,757,Teen,10485760.0,10000
723,ART_AND_DESIGN,4.2,26,Everyone,12582912.0,10000
724,DATING,2.9,53,Mature 17+,14680064.0,10000
725,DATING,3.7,101,Mature 17+,15728640.0,10000
726,BEAUTY,4.6,184,Everyone,22020096.0,10000
727,DATING,4.4,667,Mature 17+,28311552.0,10000
728,DATING,4.0,738,Mature 17+,28311552.0,10000
729,DATING,3.6,143,Mature 17+,28311552.0,10000
730,DATING,4.4,218,Mature 17+,28311552.0,10000
732,DATING,4.4,198,Mature 17+,29360128.0,10000
733,ART_AND_DESIGN,4.7,353,Teen,4404019.2,10000
735,HOUSE_AND_HOME,4.7,114,Teen,8703180.8,10000
738,GAME,4.5,6074334,Teen,104857600.0,100000000
739,GAME,4.3,1295557,Everyone,11534336.0,100000000
741,GAME,4.2,1497361,Everyone,34603008.0,100000000
744,BUSINESS,4.3,1002861,Everyone,36700160.0,100000000
746,GAME,4.5,1385093,Everyone,36700160.0,100000000
747,GAME,4.2,685981,Everyone,38797312.0,100000000
748,GAME,4.4,2610526,Everyone,48234496.0,100000000
750,GAME,4.4,2123381,Everyone,51380224.0,100000000
751,ENTERTAINMENT,3.7,1828284,Everyone,54525952.0,100000000
752,GAME,4.5,5387639,Everyone,55574528.0,100000000
753,ENTERTAINMENT,4.3,1633682,Everyone,59768832.0,100000000
754,GAME,4.5,4447388,Everyone 10+,70254592.0,100000000
755,GAME,4.4,6198563,Everyone,70254592.0,100000000
759,GAME,4.4,4066989,Everyone 10+,72351744.0,100000000
761,GAME,4.5,3778921,Everyone,78643200.0,100000000
762,GAME,4.6,2698348,Everyone,81788928.0,100000000
763,GAME,4.5,6427773,Everyone,99614720.0,100000000
764,GAME,4.6,23133508,Everyone 10+,101711872.0,100000000
765,GAME,4.4,5566669,Everyone,101711872.0,100000000
768,GAME,4.6,44891723,Everyone 10+,102760448.0,100000000
770,GAME,4.5,9881829,Everyone,103809024.0,100000000
772,ART_AND_DESIGN,3.8,2206,Everyone,1258291.2,100000
773,ART_AND_DESIGN,4.2,1015,Everyone,11534336.0,100000
774,EDUCATION,4.5,756,Everyone,12582912.0,100000
775,ENTERTAINMENT,4.3,1511,Everyone,12582912.0,100000
776,ART_AND_DESIGN,4.0,450,Everyone,14680064.0,100000
777,DATING,3.5,894,Mature 17+,14680064.0,100000
778,HEALTH_AND_FITNESS,4.4,11506,Everyone,15728640.0,100000
780,COMMUNICATION,4.4,2939,Everyone,17825792.0,100000
781,AUTO_AND_VEHICLES,4.5,994,Everyone,3040870.4,100000
782,FINANCE,4.5,8188,Everyone,23068672.0,100000
784,FOOD_AND_DRINK,4.4,1962,Everyone,23068672.0,100000
785,BUSINESS,4.4,1225,Everyone,26214400.0,100000
786,ART_AND_DESIGN,4.6,1070,Everyone,27262976.0,100000
787,DATING,3.9,852,Mature 17+,28311552.0,100000
789,DATING,4.1,535,Mature 17+,29360128.0,100000
791,EDUCATION,4.3,1516,Everyone,4089446.4,100000
792,AUTO_AND_VEHICLES,4.3,542,Everyone,34603008.0,100000
793,AUTO_AND_VEHICLES,3.9,129,Everyone,36700160.0,100000
794,DATING,4.2,5152,Mature 17+,39845888.0,100000
795,BOOKS_AND_REFERENCE,4.5,418,Everyone,4404019.2,100000
796,COMICS,4.7,1677,Everyone,41943040.0,100000
797,HEALTH_AND_FITNESS,4.6,4642,Everyone,41943040.0,100000
798,FOOD_AND_DRINK,3.7,731,Everyone,45088768.0,100000
799,DATING,4.1,923,Mature 17+,46137344.0,100000
800,HEALTH_AND_FITNESS,4.5,644,Everyone,5767168.0,100000
801,DATING,2.5,277,Mature 17+,5976883.2,100000
802,ENTERTAINMENT,4.6,3771,Mature 17+,55574528.0,100000
803,AUTO_AND_VEHICLES,4.2,129,Everyone,56623104.0,100000
804,DATING,4.1,2556,Mature 17+,58720256.0,100000
807,AUTO_AND_VEHICLES,3.8,284,Everyone,59768832.0,100000
808,EVENTS,4.4,663,Everyone,6291456.0,100000
809,COMICS,4.5,314,Everyone,6396313.6,100000
810,HEALTH_AND_FITNESS,4.7,2071,Everyone,7235174.4,100000
812,HEALTH_AND_FITNESS,4.6,2880,Everyone,7444889.6,100000
814,AUTO_AND_VEHICLES,4.5,3617,Everyone,8283750.4,100000
815,ART_AND_DESIGN,4.2,85,Everyone,8388608.0,100000
816,BUSINESS,4.5,3079,Everyone,8912896.0,100000
818,BUSINESS,4.6,5800,Everyone,9017753.6,100000
820,AUTO_AND_VEHICLES,4.5,737,Everyone,9332326.4,100000
821,EVENTS,4.4,464,Everyone,9332326.4,100000
822,EVENTS,4.5,1065,Everyone,9437184.0,100000
823,ART_AND_DESIGN,3.8,564,Everyone,9646899.2,100000
824,HEALTH_AND_FITNESS,4.5,706,Everyone,9856614.4,100000
825,DATING,4.2,5084,Mature 17+,10066329.6,100000
826,ENTERTAINMENT,4.2,2442,Teen,10066329.6,100000
827,BEAUTY,4.7,1150,Everyone,10276044.8,100000
828,HEALTH_AND_FITNESS,4.3,5499,Everyone,98566144.0,100000
831,DATING,5.0,3,Mature 17+,26214400.0,100
833,COMMUNICATION,4.4,93825,Everyone,11534336.0,5000000
834,DATING,4.5,61637,Mature 17+,11534336.0,5000000
836,FOOD_AND_DRINK,4.1,32405,Everyone,12582912.0,5000000
837,EDUCATION,4.6,172640,Everyone,14680064.0,5000000
838,COMMUNICATION,4.3,30209,Everyone,15728640.0,5000000
839,COMMUNICATION,4.5,205739,Everyone,17825792.0,5000000
840,ENTERTAINMENT,4.1,58028,Teen,17825792.0,5000000
841,FOOD_AND_DRINK,4.3,37517,Everyone,17825792.0,5000000
842,ENTERTAINMENT,4.2,32458,Everyone,18874368.0,5000000
843,EDUCATION,4.6,85375,Everyone,22020096.0,5000000
846,BOOKS_AND_REFERENCE,4.1,91615,Mature 17+,24117248.0,5000000
847,HEALTH_AND_FITNESS,4.4,70416,Everyone,24117248.0,5000000
848,GAME,4.7,141529,Everyone 10+,25165824.0,5000000
849,HOUSE_AND_HOME,4.4,23013,Everyone,27262976.0,5000000
850,EDUCATION,4.7,254519,Everyone,28311552.0,5000000
851,LIFESTYLE,4.1,78298,Everyone,30408704.0,5000000
852,HEALTH_AND_FITNESS,4.6,205299,Everyone,32505856.0,5000000
854,LIFESTYLE,4.1,18968,Teen,33554432.0,5000000
855,GAME,4.2,70226,Everyone,39845888.0,5000000
856,EDUCATION,4.4,84309,Everyone,42991616.0,5000000
858,DATING,3.1,31320,Mature 17+,55574528.0,5000000
859,BUSINESS,4.2,30847,Everyone,57671680.0,5000000
860,HEALTH_AND_FITNESS,4.2,270267,Everyone,60817408.0,5000000
863,EDUCATION,4.7,142632,Everyone,7235174.4,5000000
864,FINANCE,4.6,87951,Everyone,71303168.0,5000000
865,DATING,4.5,182986,Mature 17+,80740352.0,5000000
867,FINANCE,4.2,112656,Everyone,97517568.0,5000000
869,DATING,4.7,14,Mature 17+,22020096.0,5000
870,ENTERTAINMENT,4.2,411683,Teen,25165824.0,50000000
871,GAME,4.2,369203,Everyone,25165824.0,50000000
872,GAME,4.6,4578476,Everyone 10+,25165824.0,50000000
873,ENTERTAINMENT,4.2,613059,Everyone,26214400.0,50000000
874,GAME,4.2,422244,Teen,33554432.0,50000000
875,GAME,4.2,360630,Everyone,41943040.0,50000000
876,ENTERTAINMENT,4.2,702975,Everyone,51380224.0,50000000
877,COMICS,4.1,1010,Mature 17+,11534336.0,50000
878,FOOD_AND_DRINK,3.7,61,Everyone,11534336.0,50000
